taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project ID,GOLD Sequencing Project ID,Contact Name,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Project / Study Name,Specific Ecosystem,Genome Size   * assembled,Gene Count   * assembled
3300002508,Metagenome,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Termite gut P1 segment microbial communities from Max Planck Institute, Germany - Th196 P1",DOE Joint Genome Institute (JGI),3300002508,Ga0005844,Gp0056808,Andreas Brune,Host-associated,Arthropoda,Gut,Digestive system,"Termite gut P1 segment microbial communities from Max Planck Institute, Germany - Th196 P1",,1511161985,3567179
3300020137,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 2B0",DOE Joint Genome Institute (JGI),3300020137,Ga0206107,Gp0224300,Cameron Currie,Host-associated,Arthropoda,,Ant dump,"Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 2B0",,147375926,276652
3300025181,Metagenome,Permanent Draft,Deep ocean microbial communities from the Global Malaspina Expedition,Marine microbial communities from the Deep Indian Ocean - MP1241 (SPAdes),DOE Joint Genome Institute (JGI),3300025181,Ga0207915,Gp0054508,Silvia G. Acinas,Environmental,Aquatic,Oceanic,Marine,Marine microbial communities from the Deep Indian Ocean - MP1241,Unclassified,36736314,74458
3300005689,Metagenome,Draft,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Enhanced biological phosphorus removal bioreactor viral communities from the University of Queensland, Australia - SBR4-V92810 Phage Sequencing",University of Queensland,3300005689,Ga0074438,Gp0115873,Connor Skennerton,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,"Enhanced biological phosphorus removal bioreactor viral communities from the University of Queensland, Australia - SBR4-V92810 Phage Sequencing",Bioreactor,71664565,163735
3300026969,Metagenome,Permanent Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Aerobic enrichment media microbial communities from Bioluminiscent Bay, La Parguera, Puerto Rico - Tt and E2 (3) (SPAdes)",DOE Joint Genome Institute (JGI),3300026969,Ga0207830,Gp0054377,Jeff Kimbrel,Engineered,Lab enrichment,Aerobic media,Defined media,"Aerobic enrichment media microbial communities from Bioluminiscent Bay, La Parguera, Puerto Rico - Tt and E2 (3)",Unclassified,44370768,58796
3300012830,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched soil microbial communities from UW Madison campus, WI, USA - DID2934_E24_Xylan MG",DOE Joint Genome Institute (JGI),3300012830,Ga0160503,Gp0191494,Cameron Currie,Environmental,Terrestrial,,Soil,"Enriched soil microbial communities from UW Madison campus, WI, USA - DID2934_E24_Xylan MG",,90451188,125640
3300006297,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human buccal mucosa microbial communities from NIH, USA - visit 1, subject 160603188","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006297,Ga0099630,Gp0052481,,Host-associated,Human,Oral,Digestive system,"Human buccal mucosa microbial communities from NIH, USA - visit 1, subject 160603188",buccal mucosa,71538075,149949
3300029845,Metagenome,Draft,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom","Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35990",Beijing Genomics Institute (BGI),3300029845,Ga0245277,Gp0283912,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35990",Fecal,239905199,319070
3300028026,Metagenome,Draft,Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean,"Tube worm associated microbial communities from hydrothermal vent at the East Pacific Rise, Pacific Ocean - Tevnia",DOE Joint Genome Institute (JGI),3300028026,Ga0256846,Gp0296316,Peter Girguis,Host-associated,Annelida,,Integument,"Tube worm associated microbial communities from hydrothermal vent at the East Pacific Rise, Pacific Ocean - Tevnia",,440506227,703030
3300025946,Metagenome,Draft,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration","Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - RushMan_ThreeSqC_D2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025946,Ga0210126,Gp0101372,Susannah Tringe,Environmental,Terrestrial,Wetlands,Soil,"Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - RushMan_ThreeSqC_D2",,56107505,129421
3300001484,Metagenome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank12_low,DOE Joint Genome Institute (JGI),3300001484,Ga0012461,Gp0054959,Janine Kamke,Host-associated,Mammals,Stomach,Digestive system,Sheep rumen microbial communities from New Zealand - Rank12_low,Rumen,456493960,956990
3300029579,Metagenome,Draft,"Human fecal microbial communities from Shanghai, China","Human fecal microbial communities from Shanghai, China - P017V1",Beijing Genomics Institute (BGI),3300029579,Ga0244893,Gp0283516,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from Shanghai, China - P017V1",Fecal,197186014,265406
3300011508,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P01396",Weill Cornell Medical College,3300011508,Ga0122864,Gp0136299,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P01396",Unclassified,18948263,30104
3300029016,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 12 months in Denmark - 272_12M,Beijing Genomics Institute (BGI),3300029016,Ga0169614,Gp0193608,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 12 months in Denmark - 272_12M,Fecal,82927920,90670
3300025488,Metagenome,Permanent Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S3LV_10m_DNA (SPAdes),DOE Joint Genome Institute (JGI),3300025488,Ga0209141,Gp0091511,Steven Hallam,Environmental,Aquatic,Intertidal zone,Marine,Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S3LV_10m_DNA,Unclassified,269328873,503761
3300015202,Metagenome,Draft,Metagenomes of Arctic soils,"Arctic sediment microbial communities from supraglacial cryoconite, Storglaci?ren, Tarfala, Sweden (Sample st-12a, ablation zone cryoconite)",University of Bristol,3300015202,Ga0167663,Gp0191565,Maisie Nash,Environmental,Terrestrial,Unclassified,Soil,"Arctic sediment microbial communities from supraglacial cryoconite, Storglaci?ren, Tarfala, Sweden (Sample st-12a, ablation zone cryoconite)",Unclassified,356555055,584868
3300026290,Metagenome,Draft,"Anaerobic biogas reactor microbial communites from Washington, USA","Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1 time_0 SIP DNA (SPAdes)",DOE Joint Genome Institute (JGI),3300026290,Ga0209510,Gp0141809,David Beck,Engineered,Bioreactor,,Anaerobic,"Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1 time_0 SIP DNA",,631676668,1059256
3300013620,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100787,University of Pennsylvania,3300013620,Ga0118537,Gp0138426,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100787,Unclassified,6931433,12841
3300029672,Metagenome,Draft,"Human fecal microbial communities from healthy and liver cirrhosis patients in Hangzhou, China","Human fecal microbial communities from liver cirrhosis patients in Hangzhou, China - LD-47_Run3",Zhejiang University,3300029672,Ga0243361,Gp0282501,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from liver cirrhosis patients in Hangzhou, China - LD-47_Run3",Fecal,126457409,165366
3300025505,Metagenome,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 53-1 deep-072012 (SPAdes)",DOE Joint Genome Institute (JGI),3300025505,Ga0207929,Gp0056311,Janet Jansson,Environmental,Terrestrial,Unclassified,Soil,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 53-1 deep-072012",Permafrost,225914444,534916
3300021488,Metagenome,Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4870-07-2-3_MG",DOE Joint Genome Institute (JGI),3300021488,Ga0190305,Gp0215230,Barbara MacGregor,Environmental,Aquatic,Hydrothermal vents,Marine,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4870-07-2-3_MG",Sediment,116921597,241508
3300015048,Metagenome,Draft,Groundwater microbial communities from three deep subsurface sites in Europe,"Groundwater microbial communities from the Olkiluoto Island deep subsurface site, Finland - KR13_J_MetaG",DOE Joint Genome Institute (JGI),3300015048,Ga0180013,Gp0198143,Mark Dopson,Environmental,Aquatic,Groundwater,Freshwater,"Groundwater microbial communities from the Olkiluoto Island deep subsurface site, Finland - KR13_J_MetaG",,62746559,131276
3300025941,Metagenome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S3-4 metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025941,Ga0207711,Gp0127776,James Tiedje,Host-associated,Plants,Unclassified,Rhizosphere,"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S3-4 metaG",Unclassified,3815172934,8541956
3300000120,Metagenome,Draft,Marine microbial communities from chronically polluted sediments in four geographic locations,"Marine microbial communities from chronically polluted sediments in Adventfjord, Norway - Svalbard Archipelago station 2 sample NOR 13_50m",DOE Joint Genome Institute (JGI),3300000120,Ga0026498,Gp0053897,Hebe Dionisi,Environmental,Aquatic,Intertidal zone,Marine,"Marine microbial communities from chronically polluted sediments in Adventfjord, Norway - Svalbard Archipelago station 2 sample NOR 13_50m",Sediment,127122681,315841
3300027649,Metagenome,Draft,"Freshwater lentic microbial communities from the great Laurentian Lakes, MI, USA for biogeochemical studies","Freshwater lentic microbial communities from great Laurentian Lakes, MI, USA - Great Lakes metaG ON33MSRF (SPAdes)",DOE Joint Genome Institute (JGI),3300027649,Ga0208960,Gp0096033,Maureen Coleman,Environmental,Aquatic,Lentic,Freshwater,"Freshwater lentic microbial communities from great Laurentian Lakes, MI, USA - Great Lakes metaG ON33MSRF",,409555208,851651
3300021118,Metagenome,Draft,"Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA","Freshwater microbial communities from Trout Bog Lake, WI - 29JUN2009 epilimnion",DOE Joint Genome Institute (JGI),3300021118,Ga0214205,Gp0054254,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Trout Bog Lake, WI - 29JUN2009 epilimnion",Epilimnion,52212725,114622
3300014066,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00780",Weill Cornell Medical College,3300014066,Ga0121056,Gp0135288,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00780",Unclassified,23912982,39252
3300002058,Metagenome,Permanent Draft,Macroalgal surface microbial communities,"Macroalgal surface ecosystem from Botany Bay, Galicia, Spain - SR1-P2",J. Craig Venter Institute (JCVI),3300002058,Ga0016719,Gp0061084,Alexandra Jazmin Roth Schulze,Host-associated,Algae,Ectosymbionts,Green algae,"Macroalgal surface ecosystem from Botany Bay, Galicia, Spain - SR1-P2",Unclassified,228606952,769106
3300029931,Metagenome,Draft,Activated sludge bacterial and viral communities from EBPR bioreactors in Australia,"Activated sludge bacterial and viral communities from EBPR bioreactors in Queensland, Australia - SBR4-V90308",California Institute of Technology,3300029931,Ga0119911,Gp0137253,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,"Activated sludge bacterial and viral communities from EBPR bioreactors in Queensland, Australia - SBR4-V90308",Bioreactor,14218327,26212
3300022741,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 3A1A",DOE Joint Genome Institute (JGI),3300022741,Ga0206116,Gp0224309,Cameron Currie,Host-associated,Arthropoda,,Ant dump,"Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 3A1A",,189040556,273479
3300013819,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway plastic -P01217",Weill Cornell Medical College,3300013819,Ga0122024,Gp0135978,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway plastic -P01217",Unclassified,11787861,24223
3300029466,Metagenome,Draft,"Human fecal microbial communities from Shanghai Jiao Tong University, China","Human fecal microbial communities from Shanghai Jiao Tong University, China - RSZAXPI001853-104",Beijing Genomics Institute (BGI),3300029466,Ga0244098,Gp0283275,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from Shanghai Jiao Tong University, China - RSZAXPI001853-104",Fecal,125077162,170805
3300024051,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 3A0",DOE Joint Genome Institute (JGI),3300024051,Ga0222423,Gp0224308,Cameron Currie,Host-associated,Arthropoda,,Ant dump,"Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 3A0",,237192996,412862
3300009839,Metagenome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Sb_50d_a_PC metaG",DOE Joint Genome Institute (JGI),3300009839,Ga0116223,Gp0138722,Michael Pester,Environmental,Terrestrial,Unclassified,Soil,"Peat soil microbial communities from Weissenstadt, Germany - Sb_50d_a_PC metaG",Unclassified,1364179369,2425143
3300008668,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human retroauricular crease microbial communities from NIH, USA - visit 1, subject 159591683 replicate 2 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008668,Ga0111494,Gp0053014,,Host-associated,Human,retroauricular crease,Skin,"Human retroauricular crease microbial communities from NIH, USA - visit 1, subject 159591683 replicate 2",Unclassified,23011915,27855
3300028640,Metagenome,Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,"Enriched activated sludge microbial communities from anaerobic digester in WTTP, New Holstein, Wisconsin, United States - AAG_UR_Ala",DOE Joint Genome Institute (JGI),3300028640,Ga0302237,Gp0313012,Wen-Tso Liu,Engineered,Wastewater,,Anaerobic digestor,"Enriched activated sludge microbial communities from anaerobic digester in WTTP, New Holstein, Wisconsin, United States - AAG_UR_Ala",,328519170,556663
3300025532,Metagenome,Draft,"Freshwater microbial communities from Crystal Bog lake, Wisconsin, USA","Freshwater microbial communities from Crystal Bog, Wisconsin, USA - MA1M (SPAdes)","DOE Joint Bioenergy Institute (JBEI), DOE Joint Genome Institute (JGI)",3300025532,Ga0208249,Gp0088257,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  MA1M",,284569297,564400
3300011527,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00858",Weill Cornell Medical College,3300011527,Ga0121093,Gp0135325,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00858",Unclassified,23256794,32727
3300007204,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 763961826","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300007204,Ga0103275,Gp0052643,,Host-associated,Human,Oral,Digestive system,"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 763961826",Supragingival plaque,97536835,150577
3300027859,Metagenome,Draft,"Marine eukaryotic phytoplankton communities from the Norwegian Sea, Arctic and Atlantic Ocean",Marine eukaryotic phytoplankton communities from Atlantic Ocean - South Atlantic ANT15 Metagenome (SPAdes),DOE Joint Genome Institute (JGI),3300027859,Ga0209503,Gp0134254,Thomas Mock,Environmental,Aquatic,Oceanic,Marine,Marine eukaryotic phytoplankton communities from Atlantic Ocean - South Atlantic ANT15 Metagenome,Unclassified,1445753793,3131209
3300013902,Metagenome,Draft,Baboon gut microbial communities from fecal samples in Kenya,Baboon gut microbial communities from fecal samples in Kenya - F11,Duke University,3300013902,Ga0116620,Gp0134420,,Host-associated,Animal,Fecal,Digestive system,Baboon gut microbial communities from fecal samples in Kenya - F11,Unclassified,95218814,173015
3300000364,Metagenome,Draft,"Soil microbial communities from Great Prairies (Kansas, Wisconsin and Iowa)","Soil microbial communities from Great Prairies - Iowa, Native Prairie soil",DOE Joint Genome Institute (JGI),3300000364,Ga0026339,Gp0052587,Janet Jansson,Environmental,Terrestrial,Unclassified,Soil,"Soil microbial communities from Great Prairies - Iowa, Native Prairie soil",Grasslands,3522441772,8508638
3300008498,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human buccal mucosa microbial communities from NIH, USA - visit 1, subject 160178356 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008498,Ga0115079,Gp0053219,,Host-associated,Human,Oral,Digestive system,"Human buccal mucosa microbial communities from NIH, USA - visit 1, subject 160178356",buccal mucosa,52048914,101275
3300014583,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from newborn in Denmark - 598_B,Beijing Genomics Institute (BGI),3300014583,Ga0169827,Gp0193814,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from newborn in Denmark - 598_B,Fecal,15046426,20095
3300027718,Metagenome,Draft,"Agave microbial communities from California, USA, and Mexico","Agave microbial communities from Guanajuato, Mexico - Or.Ma.rz (SPAdes)",DOE Joint Genome Institute (JGI),3300027718,Ga0209795,Gp0104145,Laila P. Partida-Martinez,Host-associated,Plants,Unclassified,Phylloplane,"Agave microbial communities from Guanajuato, Mexico -  Or.Ma.rz",Unclassified,592853518,1278315
3300025588,Metagenome,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 53-3 shallow-072012 (SPAdes)",DOE Joint Genome Institute (JGI),3300025588,Ga0208586,Gp0056325,Janet Jansson,Environmental,Terrestrial,Unclassified,Soil,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 53-3 shallow-072012",Permafrost,272039820,603904
3300013223,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100437,University of Pennsylvania,3300013223,Ga0118160,Gp0138097,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100437,Unclassified,18471285,36723
3300020714,Metagenome,Draft,"Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA","Freshwater microbial communities from Trout Bog Lake, WI - 14NOV2007 epilimnion",DOE Joint Genome Institute (JGI),3300020714,Ga0214182,Gp0053455,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Trout Bog Lake, WI - 14NOV2007 epilimnion",Epilimnion,116879832,216818
3300027284,Metagenome,Permanent Draft,"Deep subsurface microbial communities from Mt. Terri Underground Rock Laboratory, Switzerland, that are autotrophic","Deep subsurface microbial communities from Mt. Terri, Switzerland - Autotrophic microbial communities BRH/5 (SPAdes)",DOE Joint Genome Institute (JGI),3300027284,Ga0209024,Gp0061304,Rizlan Bernier-Latmani,Environmental,Terrestrial,Clay,Deep subsurface,"Deep subsurface microbial communities from Mt. Terri, Switzerland - Autotrophic microbial communities BRH/5",Unclassified,268262929,402285
3300027747,Metagenome,Draft,Freshwater microbial communities from northern lakes of Canada to study carbon cycling,"Freshwater microbial communities from Lake Croche, Canada to study carbon cycling - C_130820_EF_MetaG (SPAdes)",DOE Joint Genome Institute (JGI),3300027747,Ga0209189,Gp0134313,David Walsh,Environmental,Aquatic,Lake,Freshwater,"Freshwater microbial communities from Lake Croche, Canada to study carbon cycling - C_130820_EF_MetaG",Unclassified,767376857,1478591
3300002308,Metagenome,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Nasutitermes corniger P4 segment microbial communities from Max Planck Institute, Germany - Nc150P4",DOE Joint Genome Institute (JGI),3300002308,Ga0003456,Gp0056237,Andreas Brune,Host-associated,Arthropoda,Gut,Digestive system,"Nasutitermes corniger P4 segment microbial communities from Max Planck Institute, Germany - Nc150P4",Unclassified,1643542793,3796591
3300029129,Metagenome,Draft,Host-associated microbial communities from gut and oral samples of Rheumatoid Arthritis patients in China,Human fecal microbial communities from Rheumatoid Arthritis patients in China - SZAXPI019855-113,Beijing Genomics Institute (BGI),3300029129,Ga0168797,Gp0193062,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from Rheumatoid Arthritis patients in China - SZAXPI019855-113,Fecal,145927887,181099
3300007946,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human anterior nares microbial communities from NIH, USA - visit 1, subject 338793263 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300007946,Ga0114289,Gp0053143,,Host-associated,Human,Nasopharyngeal,Respiratory system,"Human anterior nares microbial communities from NIH, USA - visit 1, subject 338793263",anterior nares,8058067,12653
3300008077,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 1, subject 763860675 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008077,Ga0105964,Gp0052891,,Host-associated,Human,Large intestine,Digestive system,"Human stool microbial communities from NIH, USA - visit 1, subject 763860675",Fecal,204932377,286553
3300014585,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00535",Weill Cornell Medical College,3300014585,Ga0121516,Gp0135735,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00535",Unclassified,15228180,21451
3300020435,Metagenome,Draft,Marine viral and eukaryotic protist communities collected from different water depths during Tara Oceans survey,Marine microbial communities from Tara Oceans - TARA_B100000586 (ERX556070-ERR599086),CEA Genoscope,3300020435,Ga0211639,Gp0117239,William William,Environmental,Aquatic,,Marine,Marine microbial communities from Tara Oceans - TARA_B100000586,,1076961837,2703977
3300029422,Metagenome,Draft,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA","Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 008_6_2_stool_1","Institute for Genome Sciences, University of Maryland School of Medicine",3300029422,Ga0242786,Gp0281902,,Host-associated,Human,Large intestine,Digestive system,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 008_6_2_stool_1",Fecal,197799400,252889
3300022877,Metagenome,Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - C.B.S.T0",DOE Joint Genome Institute (JGI),3300022877,Ga0224527,Gp0256455,Scott Saleska,Environmental,Terrestrial,,Peat,"Peat soil microbial communities from Stordalen Mire, Sweden - C.B.S.T0",,206676089,347636
3300024966,Metagenome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 128_HOW14 (SPAdes),DOE Joint Genome Institute (JGI),3300024966,Ga0208125,Gp0111150,Ludmila Chistoserdova,Environmental,Aquatic,Sediment,Freshwater,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 128_HOW14,,106103887,152400
3300004628,Metagenome,Permanent Draft,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA","Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (version 1)",DOE Joint Genome Institute (JGI),3300004628,Ga0070399,Gp0055637,Harry Beller,Engineered,Bioreactor,,Unclassified,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4",,550558223,1021283
3300026627,Metagenome,Draft,Extremophilic microbial mat communities from USA and Mexico,"Hot spring microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_C host_MetaG (SPAdes)",DOE Joint Genome Institute (JGI),3300026627,Ga0208548,Gp0119676,Jim Fredrickson,Environmental,Aquatic,Hot (42-90C),Thermal springs,"Hot spring microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_C host_MetaG",Unclassified,65857878,106218
3300029514,Metagenome,Draft,"Human fecal microbial communities from Shanghai Jiao Tong University, China","Human fecal microbial communities from Shanghai Jiao Tong University, China - RSZAXPI003283-119",Beijing Genomics Institute (BGI),3300029514,Ga0244787,Gp0283410,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from Shanghai Jiao Tong University, China - RSZAXPI003283-119",Fecal,158164344,201912
3300028972,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 4 months in Denmark - 258_4M,Beijing Genomics Institute (BGI),3300028972,Ga0169595,Gp0193589,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 4 months in Denmark - 258_4M,Fecal,22311284,23352
3300013221,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100753,University of Pennsylvania,3300013221,Ga0118505,Gp0138394,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100753,Unclassified,11846696,27294
3300029520,Metagenome,Draft,"Human fecal microbial communities from Shanghai Jiao Tong University, China","Human fecal microbial communities from Shanghai Jiao Tong University, China - RSZAXPI005368-32",Beijing Genomics Institute (BGI),3300029520,Ga0244801,Gp0283424,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from Shanghai Jiao Tong University, China - RSZAXPI005368-32",Fecal,180959139,228417
3300012519,Metagenome,Draft,"Arabidopsis, maize, boechera and miscanthus rhizosphere microbial communities from different US locations",Unplanted soil (control) microbial communities from North Carolina - M.Soil.7.yng.070610,DOE Joint Genome Institute (JGI),3300012519,Ga0157352,Gp0177634,Jeff Dangl,Environmental,Terrestrial,,Soil,Unplanted soil (control) microbial communities from North Carolina - M.Soil.7.yng.070610,,206081743,548699
